"","X","nÃºm_corre","aÃ.o_ocu","mes_ocu","dÃ.a_ocu","dÃ.a_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","Ã.rea_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymÃ.s","g_edad_60ymÃ.s","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","deptoName"
"1008",6171,6180,2016,"Abril",27,"Miercoles",16,3,2,1,101,1,11,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2016,5,5,"Guatemala"
"1009",6177,6186,2016,"Abril",27,"Miercoles",15,3,2,4,404,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2016,5,5,"Chimaltenango"
"1010",6178,6187,2016,"Abril",27,"Miercoles",15,3,2,3,302,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Gris",9999,6,5,"Sacatepéquez"
"1011",6187,6196,2016,"Abril",29,"Viernes",19,4,3,1,111,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Guatemala"
"1012",6203,6212,2016,"Mayo",1,"Domingo",22,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2006,4,5,"Guatemala"
"1013",6209,6218,2016,"Mayo",1,"Domingo",22,4,3,16,1613,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Alta Verapaz"
"1014",6211,6220,2016,"Mayo",1,"Domingo",16,3,2,14,1401,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2011,5,5,"Quiché"
"1015",6246,6255,2016,"Mayo",8,"Domingo",17,3,2,9,921,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2010,5,5,"Quetzaltenango"
"1016",6271,6280,2016,"Mayo",13,"Viernes",18,4,3,11,1106,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2008,4,5,"Retalhuleu"
"1017",6366,6375,2016,"Mayo",28,"Sabado",22,4,3,1,104,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2016,5,5,"Guatemala"
"1018",6403,6412,2016,"Junio",2,"Jueves",15,3,2,16,1613,2,99,"",NA,NA,NA,NA,NA,NA,4,35,"Rojo",2010,5,5,"Alta Verapaz"
"1019",6415,6424,2016,"Junio",4,"Sabado",4,1,1,1,101,1,7,"",NA,NA,NA,NA,NA,NA,4,999,"Corinto",9999,6,5,"Guatemala"
"1020",6515,6524,2016,"Junio",18,"Sabado",20,4,3,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,27,"Azul",9999,6,5,"Guatemala"
"1021",6525,6534,2016,"Junio",19,"Domingo",10,2,1,20,2001,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,6,5,"Chiquimula"
"1022",6530,6539,2016,"Junio",19,"Domingo",20,4,3,12,1202,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,5,"San Marcos"
"1023",6534,6543,2016,"Junio",20,"Lunes",19,4,3,5,509,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,5,"Escuintla"
"1024",6557,6566,2016,"Junio",25,"Sabado",16,3,2,6,609,2,99,"",NA,NA,NA,NA,NA,NA,4,54,"Azul",2013,5,5,"Santa Rosa"
"1025",6570,6579,2016,"Junio",26,"Domingo",18,4,3,4,404,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Negro",2016,5,5,"Chimaltenango"
"1026",6587,6596,2016,"Junio",29,"Miercoles",20,4,3,2,204,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",2015,5,5,"El Progreso"
"1027",6589,6598,2016,"Junio",29,"Miercoles",13,3,2,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,5,"Guatemala"
"1028",6591,6600,2016,"Junio",29,"Miercoles",12,3,2,5,501,1,99,"",NA,NA,NA,NA,NA,NA,4,43,"Corinto",9999,6,5,"Escuintla"
"1029",6602,6611,2016,"Junio",30,"Jueves",15,3,2,5,501,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Anaranjado",2015,5,5,"Escuintla"
"1030",6615,6624,2016,"Julio",1,"Viernes",17,3,2,22,2201,2,99,"",NA,NA,NA,NA,NA,NA,4,77,"Negro",2014,5,5,"Jutiapa"
"1031",6628,6637,2016,"Julio",3,"Domingo",5,1,1,14,1418,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,5,"Quiché"
"1032",6639,6648,2016,"Julio",5,"Martes",13,3,2,1,114,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2013,5,5,"Guatemala"
"1033",6647,6656,2016,"Julio",6,"Miercoles",19,4,3,4,401,2,99,"",NA,NA,NA,NA,NA,NA,4,3,"Rojo",2016,5,5,"Chimaltenango"
"1034",6694,6703,2016,"Julio",13,"Miercoles",20,4,3,11,1105,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Retalhuleu"
"1035",6721,6730,2016,"Julio",17,"Domingo",15,3,2,1,109,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Guatemala"
"1036",6724,6733,2016,"Julio",17,"Domingo",19,4,3,11,1101,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2013,5,5,"Retalhuleu"
"1037",6734,6743,2016,"Julio",18,"Lunes",18,4,3,16,1616,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Alta Verapaz"
"1038",6810,6819,2016,"Julio",30,"Sabado",19,4,3,1,101,1,6,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,5,"Guatemala"
"1039",6823,6832,2016,"Julio",31,"Domingo",19,4,3,13,1301,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,5,"Huehuetenango"
"1040",6824,6833,2016,"Julio",31,"Domingo",21,4,3,18,1803,1,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,5,"Izabal"
"1041",6835,6844,2016,"Agosto",2,"Martes",11,2,1,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,72,"Rojo",2006,4,5,"Guatemala"
"1042",6842,6851,2016,"Agosto",3,"Miercoles",13,3,2,5,502,2,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,5,"Escuintla"
"1043",6856,6865,2016,"Agosto",5,"Viernes",15,3,2,11,1102,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Blanco",9999,6,5,"Retalhuleu"
"1044",6864,6873,2016,"Agosto",6,"Sabado",14,3,2,1,113,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",2009,4,5,"Guatemala"
"1045",6871,6880,2016,"Agosto",6,"Sabado",15,3,2,7,710,2,99,"",NA,NA,NA,NA,NA,NA,4,77,"Amarillo",9999,6,5,"Sololá"
"1046",6877,6886,2016,"Agosto",7,"Domingo",20,4,3,21,2106,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2013,5,5,"Jalapa"
"1047",6880,6889,2016,"Agosto",7,"Domingo",10,2,1,13,1312,2,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,5,"Huehuetenango"
"1048",6884,6893,2016,"Agosto",7,"Domingo",17,3,2,14,1415,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2014,5,5,"Quiché"
"1049",6888,6897,2016,"Agosto",8,"Lunes",10,2,1,1,101,1,7,"",NA,NA,NA,NA,NA,NA,4,18,"Amarillo",2015,5,5,"Guatemala"
"1050",6890,6899,2016,"Agosto",8,"Lunes",13,3,2,3,301,1,99,"",NA,NA,NA,NA,NA,NA,4,53,"Amarillo",2007,4,5,"Sacatepéquez"
"1051",6896,6905,2016,"Agosto",9,"Martes",13,3,2,6,611,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",2010,5,5,"Santa Rosa"
"1052",6908,6917,2016,"Agosto",10,"Miercoles",21,4,3,11,1102,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2006,4,5,"Retalhuleu"
"1053",6921,6930,2016,"Agosto",12,"Viernes",22,4,3,18,1803,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Izabal"
"1054",6924,6933,2016,"Agosto",12,"Viernes",22,4,3,1,117,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2014,5,5,"Guatemala"
"1055",6937,6946,2016,"Agosto",14,"Domingo",11,2,1,1,101,1,1,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2016,5,5,"Guatemala"
"1056",6943,6952,2016,"Agosto",14,"Domingo",20,4,3,11,1101,1,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,5,"Retalhuleu"
"1057",6947,6956,2016,"Agosto",15,"Lunes",13,3,2,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Izabal"
"1058",6949,6958,2016,"Agosto",15,"Lunes",16,3,2,3,303,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,5,"Sacatepéquez"
"1059",6952,6961,2016,"Agosto",16,"Martes",10,2,1,5,501,1,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,5,"Escuintla"
"1060",6960,6969,2016,"Agosto",17,"Miercoles",12,3,2,12,1201,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2014,5,5,"San Marcos"
"1061",6962,6971,2016,"Agosto",17,"Miercoles",18,4,3,3,301,2,99,"",NA,NA,NA,NA,NA,NA,4,77,"Negro",9999,6,5,"Sacatepéquez"
"1062",6965,6974,2016,"Agosto",18,"Jueves",19,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2010,5,5,"Guatemala"
"1063",6969,6978,2016,"Agosto",18,"Jueves",16,3,2,12,1202,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Varios",9999,6,5,"San Marcos"
"1064",6973,6982,2016,"Agosto",19,"Viernes",12,3,2,9,901,1,99,"",NA,NA,NA,NA,NA,NA,4,77,"Anaranjado",2014,5,5,"Quetzaltenango"
"1065",6974,6983,2016,"Agosto",19,"Viernes",23,4,3,16,1615,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Alta Verapaz"
"1066",6982,6991,2016,"Agosto",20,"Sabado",17,3,2,2,207,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",9999,6,5,"El Progreso"
"1067",6987,6996,2016,"Agosto",20,"Sabado",17,3,2,2,201,1,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",9999,6,5,"El Progreso"
"1068",6993,7002,2016,"Agosto",21,"Domingo",17,3,2,8,801,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,5,"Totonicapán"
"1069",7002,7011,2016,"Agosto",22,"Lunes",12,3,2,10,1002,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Suchitepéquez"
"1070",7018,7027,2016,"Agosto",25,"Jueves",14,3,2,1,109,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2016,5,5,"Guatemala"
"1071",7022,7031,2016,"Agosto",25,"Jueves",21,4,3,15,1501,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,5,"Baja Verapaz"
"1072",7023,7032,2016,"Agosto",26,"Viernes",8,2,1,1,106,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Rojo",2012,5,5,"Guatemala"
"1073",7031,7040,2016,"Agosto",27,"Sabado",6,2,1,1,101,1,6,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",2015,5,5,"Guatemala"
"1074",7034,7043,2016,"Agosto",27,"Sabado",22,4,3,19,1901,1,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2014,5,5,"Zacapa"
"1075",7037,7046,2016,"Agosto",27,"Sabado",20,4,3,14,1406,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Amarillo",2007,4,5,"Quiché"
"1076",7053,7062,2016,"Agosto",29,"Lunes",20,4,3,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,5,"Guatemala"
"1077",7059,7068,2016,"Agosto",30,"Martes",11,2,1,15,1501,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,5,"Baja Verapaz"
"1078",7071,7080,2016,"Septiembre",1,"Jueves",23,4,3,16,1616,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2007,4,5,"Alta Verapaz"
"1079",7073,7082,2016,"Septiembre",1,"Jueves",22,4,3,1,101,1,9,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2015,5,5,"Guatemala"
"1080",7082,7091,2016,"Septiembre",2,"Viernes",14,3,2,18,1801,1,99,"",NA,NA,NA,NA,NA,NA,4,35,"Negro",9999,6,5,"Izabal"
"1081",7085,7094,2016,"Septiembre",2,"Viernes",10,2,1,3,303,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",2012,5,5,"Sacatepéquez"
"1082",7087,7096,2016,"Septiembre",3,"Sabado",22,4,3,19,1906,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Zacapa"
"1083",7088,7097,2016,"Septiembre",3,"Sabado",6,2,1,10,1010,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Suchitepéquez"
"1084",7090,7099,2016,"Septiembre",3,"Sabado",17,3,2,18,1803,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,5,"Izabal"
"1085",7099,7108,2016,"Septiembre",4,"Domingo",21,4,3,18,1801,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2014,5,5,"Izabal"
"1086",7103,7112,2016,"Septiembre",5,"Lunes",12,3,2,1,101,1,1,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Guatemala"
"1087",7113,7122,2016,"Septiembre",6,"Martes",12,3,2,10,1002,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Suchitepéquez"
"1088",7115,7124,2016,"Septiembre",6,"Martes",16,3,2,16,1601,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",2015,5,5,"Alta Verapaz"
"1089",7129,7138,2016,"Septiembre",8,"Jueves",10,2,1,13,1320,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Amarillo",9999,6,5,"Huehuetenango"
"1090",7133,7142,2016,"Septiembre",9,"Viernes",19,4,3,22,2201,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",9999,6,5,"Jutiapa"
"1091",7145,7154,2016,"Septiembre",10,"Sabado",20,4,3,21,2102,2,99,"",NA,NA,NA,NA,NA,NA,4,76,"Azul",9999,6,5,"Jalapa"
"1092",7146,7155,2016,"Septiembre",10,"Sabado",21,4,3,6,602,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Santa Rosa"
"1093",7148,7157,2016,"Septiembre",10,"Sabado",10,2,1,4,408,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2015,5,5,"Chimaltenango"
"1094",7155,7164,2016,"Septiembre",11,"Domingo",18,4,3,18,1804,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Izabal"
"1095",7158,7167,2016,"Septiembre",12,"Lunes",13,3,2,1,101,1,9,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2013,5,5,"Guatemala"
"1096",7164,7173,2016,"Septiembre",12,"Lunes",18,4,3,10,1013,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",9999,6,5,"Suchitepéquez"
"1097",7187,7196,2016,"Septiembre",14,"Miercoles",20,4,3,18,1805,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Blanco",9999,6,5,"Izabal"
"1098",7191,7200,2016,"Septiembre",15,"Jueves",19,4,3,20,2007,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Chiquimula"
"1099",7200,7209,2016,"Septiembre",16,"Viernes",6,2,1,7,718,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,5,"Sololá"
"1100",7210,7219,2016,"Septiembre",17,"Sabado",0,1,1,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,5,"Guatemala"
"1101",7212,7221,2016,"Septiembre",17,"Sabado",10,2,1,9,920,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,5,"Quetzaltenango"
"1102",7213,7222,2016,"Septiembre",17,"Sabado",22,4,3,12,1222,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2013,5,5,"San Marcos"
"1103",7218,7227,2016,"Septiembre",18,"Domingo",23,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Rojo",9999,6,5,"Guatemala"
"1104",7219,7228,2016,"Septiembre",18,"Domingo",14,3,2,9,917,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Quetzaltenango"
"1105",7221,7230,2016,"Septiembre",18,"Domingo",19,4,3,9,901,1,99,"",NA,NA,NA,NA,NA,NA,4,115,"Negro",9999,6,5,"Quetzaltenango"
"1106",7226,7235,2016,"Septiembre",19,"Lunes",23,4,3,18,1801,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Izabal"
"1107",7227,7236,2016,"Septiembre",20,"Martes",23,4,3,1,112,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Guatemala"
"1108",7230,7239,2016,"Septiembre",21,"Miercoles",15,3,2,1,101,1,4,"",NA,NA,NA,NA,NA,NA,4,27,"Blanco",9999,6,5,"Guatemala"
"1109",7233,7242,2016,"Septiembre",21,"Miercoles",15,3,2,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,32,"Gris",9999,6,5,"Guatemala"
"1110",7238,7247,2016,"Septiembre",22,"Jueves",13,3,2,18,1801,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2010,5,5,"Izabal"
"1111",7258,7267,2016,"Septiembre",26,"Lunes",2,1,1,1,109,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,5,"Guatemala"
"1112",7259,7268,2016,"Septiembre",26,"Lunes",7,2,1,1,101,1,6,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Guatemala"
"1113",7260,7269,2016,"Septiembre",26,"Lunes",7,2,1,1,101,1,11,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Guatemala"
"1114",7263,7272,2016,"Septiembre",27,"Martes",4,1,1,5,501,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Escuintla"
"1115",7267,7276,2016,"Septiembre",27,"Martes",12,3,2,4,401,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Chimaltenango"
"1116",7270,7279,2016,"Septiembre",27,"Martes",21,4,3,4,401,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,6,5,"Chimaltenango"
"1117",7272,7281,2016,"Septiembre",28,"Miercoles",17,3,2,10,1008,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",2013,5,5,"Suchitepéquez"
"1118",7280,7289,2016,"Septiembre",30,"Viernes",18,4,3,1,101,1,8,"",NA,NA,NA,NA,NA,NA,4,3,"Rojo",9999,6,5,"Guatemala"
"1119",7282,7291,2016,"Septiembre",30,"Viernes",23,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",2009,4,5,"Guatemala"
"1120",7285,7294,2016,"Septiembre",30,"Viernes",18,4,3,10,1008,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2005,4,5,"Suchitepéquez"
"1121",7290,7299,2016,"Octubre",1,"Sabado",12,3,2,1,112,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Guatemala"
"1122",7299,7308,2016,"Octubre",1,"Sabado",18,4,3,17,1706,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,5,"Petén"
"1123",7305,7314,2016,"Octubre",2,"Domingo",3,1,1,12,1216,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"San Marcos"
"1124",7307,7316,2016,"Octubre",2,"Domingo",16,3,2,16,1617,1,99,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,5,"Alta Verapaz"
"1125",7308,7317,2016,"Octubre",2,"Domingo",11,2,1,17,1711,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Petén"
"1126",7311,7320,2016,"Octubre",2,"Domingo",18,4,3,7,710,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,5,"Sololá"
"1127",7315,7324,2016,"Octubre",3,"Lunes",18,4,3,19,1907,1,99,"",NA,NA,NA,NA,NA,NA,4,32,"Varios",2014,5,5,"Zacapa"
"1128",7317,7326,2016,"Octubre",3,"Lunes",11,2,1,9,901,1,99,"",NA,NA,NA,NA,NA,NA,4,54,"Rojo",9999,6,5,"Quetzaltenango"
"1129",7324,7333,2016,"Octubre",4,"Martes",21,4,3,1,112,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2016,5,5,"Guatemala"
"1130",7326,7335,2016,"Octubre",4,"Martes",23,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,3,"Gris",9999,6,5,"Guatemala"
"1131",7330,7339,2016,"Octubre",4,"Martes",22,4,3,18,1801,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",2003,4,5,"Izabal"
"1132",7338,7347,2016,"Octubre",6,"Jueves",10,2,1,1,101,1,18,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2012,5,5,"Guatemala"
"1133",7340,7349,2016,"Octubre",6,"Jueves",14,3,2,1,101,1,7,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",2014,5,5,"Guatemala"
"1134",7341,7350,2016,"Octubre",6,"Jueves",10,2,1,5,511,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Azul",9999,6,5,"Escuintla"
"1135",7346,7355,2016,"Octubre",7,"Viernes",8,2,1,1,109,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Negro",9999,6,5,"Guatemala"
"1136",7348,7357,2016,"Octubre",7,"Viernes",15,3,2,16,1608,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Gris",9999,6,5,"Alta Verapaz"
"1137",7355,7364,2016,"Octubre",7,"Viernes",21,4,3,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",9999,6,5,"Guatemala"
"1138",7375,7384,2016,"Octubre",10,"Lunes",14,3,2,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",2016,5,5,"Guatemala"
"1139",7376,7385,2016,"Octubre",10,"Lunes",13,3,2,9,913,2,99,"",NA,NA,NA,NA,NA,NA,4,27,"Azul",9999,6,5,"Quetzaltenango"
"1140",7378,7387,2016,"Octubre",10,"Lunes",10,2,1,17,1701,1,99,"",NA,NA,NA,NA,NA,NA,4,27,"Rojo",2012,5,5,"Petén"
"1141",7385,7394,2016,"Octubre",11,"Martes",23,4,3,11,1101,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2014,5,5,"Retalhuleu"
"1142",7397,7406,2016,"Octubre",15,"Sabado",13,3,2,1,101,1,9,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2012,5,5,"Guatemala"
"1143",7398,7407,2016,"Octubre",15,"Sabado",15,3,2,1,101,1,2,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2014,5,5,"Guatemala"
"1144",7400,7409,2016,"Octubre",15,"Sabado",21,4,3,1,109,1,99,"",NA,NA,NA,NA,NA,NA,4,6,"Negro",2013,5,5,"Guatemala"
"1145",7407,7416,2016,"Octubre",16,"Domingo",17,3,2,1,101,1,12,"",NA,NA,NA,NA,NA,NA,4,67,"Azul",9999,6,5,"Guatemala"
"1146",7408,7417,2016,"Octubre",16,"Domingo",17,3,2,1,117,1,99,"",NA,NA,NA,NA,NA,NA,4,76,"Azul",2014,5,5,"Guatemala"
"1147",7411,7420,2016,"Octubre",16,"Domingo",3,1,1,6,608,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",9999,6,5,"Santa Rosa"
"1148",7415,7424,2016,"Octubre",17,"Lunes",17,3,2,1,101,1,4,"",NA,NA,NA,NA,NA,NA,4,38,"Negro",9999,6,5,"Guatemala"
"1149",7420,7429,2016,"Octubre",17,"Lunes",22,4,3,17,1701,2,99,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Petén"
"1150",7422,7431,2016,"Octubre",18,"Martes",2,1,1,1,102,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Anaranjado",9999,6,5,"Guatemala"
"1151",7425,7434,2016,"Octubre",18,"Martes",18,4,3,1,101,1,18,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",2012,5,5,"Guatemala"
"1152",7427,7436,2016,"Octubre",19,"Miercoles",16,3,2,1,101,1,6,"",NA,NA,NA,NA,NA,NA,4,999,"Blanco",9999,6,5,"Guatemala"
"1153",7431,7440,2016,"Octubre",20,"Jueves",15,3,2,1,101,1,8,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",9999,6,5,"Guatemala"
"1154",7434,7443,2016,"Octubre",20,"Jueves",8,2,1,7,710,2,99,"",NA,NA,NA,NA,NA,NA,4,32,"Negro",2012,5,5,"Sololá"
"1155",7438,7447,2016,"Octubre",21,"Viernes",14,3,2,1,101,1,18,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",2007,4,5,"Guatemala"
"1156",7439,7448,2016,"Octubre",21,"Viernes",17,3,2,1,101,1,5,"",NA,NA,NA,NA,NA,NA,4,76,"Gris",2014,5,5,"Guatemala"
"1157",7450,7459,2016,"Octubre",21,"Viernes",21,4,3,17,1707,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Petén"
"1158",7457,7466,2016,"Octubre",22,"Sabado",20,4,3,10,1014,2,99,"",NA,NA,NA,NA,NA,NA,4,6,"Rojo",9999,6,5,"Suchitepéquez"
"1159",7459,7468,2016,"Octubre",22,"Sabado",20,4,3,1,101,1,3,"",NA,NA,NA,NA,NA,NA,4,18,"Negro",2007,4,5,"Guatemala"
"1160",7464,7473,2016,"Octubre",23,"Domingo",17,3,2,1,101,1,7,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,5,"Guatemala"
"1161",7468,7477,2016,"Octubre",23,"Domingo",18,4,3,14,1420,2,99,"",NA,NA,NA,NA,NA,NA,4,64,"Negro",9999,6,5,"Quiché"
"1162",7495,7504,2016,"Octubre",28,"Viernes",13,3,2,1,101,1,3,"",NA,NA,NA,NA,NA,NA,4,6,"Azul",2014,5,5,"Guatemala"
"1163",7502,7511,2016,"Octubre",29,"Sabado",19,4,3,1,101,1,13,"",NA,NA,NA,NA,NA,NA,4,67,"Negro",9999,6,5,"Guatemala"
"1164",7527,7536,2016,"Noviembre",1,"Martes",10,2,1,21,2101,1,99,"",NA,NA,NA,NA,NA,NA,4,999,"Negro",9999,6,5,"Jalapa"
"1165",7528,7537,2016,"Noviembre",1,"Martes",14,3,2,20,2007,1,99,"",NA,NA,NA,NA,NA,NA,4,67,"Rojo",9999,6,5,"Chiquimula"
"1166",7536,7545,2016,"Noviembre",2,"Miercoles",22,4,3,19,1901,2,99,"",NA,NA,NA,NA,NA,NA,4,999,"Rojo",9999,6,5,"Zacapa"
